sku,inventory_level,historical_sales
ELEC04192,79,"19,20,24,21,26,19,21,19,22,16,21,20"
ELEC04193,168,"18,19,23,21,25,25,21,21,18,25,21,20"
ELEC04194,36,"13,13,19,22,18,17,19,16,14,12,12,26"
ELEC04195,67,"32,33,36,37,40,39,34,36,30,28,30,39"
ELEC04196,56,"14,15,19,24,25,25,23,15,15,16,20,24"
ELEC04197,92,"20,25,26,30,30,26,30,29,25,25,24,26"
ELEC04198,176,"20,22,28,31,30,30,33,27,31,29,26,23"
ELEC04199,20,"37,40,45,46,46,45,40,38,40,43,41,46"
ELEC04200,193,"33,36,41,45,46,42,38,44,32,40,36,42"
ELEC04201,187,"28,28,35,32,33,35,32,31,30,30,27,39"
ELEC04202,74,"13,13,22,17,20,16,21,12,12,15,10,21"
ELEC04203,99,"41,42,44,43,46,48,45,40,46,45,45,47"
ELEC04204,188,"33,33,36,43,37,43,39,37,39,29,31,43"
ELEC04205,73,"40,41,45,47,46,43,45,46,42,40,47,44"
ELEC04206,81,"19,23,28,28,28,23,20,20,20,26,25,26"
ELEC04207,70,"38,38,42,43,42,41,45,41,44,40,39,47"
ELEC04208,134,"38,39,40,47,42,42,36,37,41,34,40,50"
ELEC04209,174,"36,38,42,44,44,44,41,35,45,40,37,46"
ELEC04210,142,"21,24,32,31,33,31,29,24,28,30,34,31"
ELEC04211,198,"39,42,45,50,42,41,45,42,41,36,39,51"
ELEC04212,156,"32,39,37,41,43,41,37,39,38,32,36,37"
ELEC04213,182,"29,31,38,35,41,37,37,31,36,35,33,32"
ELEC04214,137,"17,18,19,19,21,22,20,17,15,16,16,25"
ELEC04215,198,"20,21,25,26,26,28,25,24,20,24,25,22"
ELEC04216,119,"14,23,24,25,29,29,20,26,21,15,22,22"
ELEC04217,186,"10,16,15,20,17,20,20,13,16,17,16,17"
ELEC04218,174,"29,32,35,36,39,40,33,39,29,32,33,35"
ELEC04219,138,"20,25,25,31,31,28,31,29,24,22,30,29"
ELEC04220,33,"21,30,32,32,30,29,26,30,25,28,26,33"
ELEC04221,137,"24,28,29,31,33,32,25,29,23,27,31,31"
ELEC04222,161,"19,24,27,26,23,25,21,24,22,18,31,27"
ELEC04223,62,"22,24,28,25,26,28,26,24,24,26,26,22"
ELEC04224,135,"24,27,28,35,36,31,34,30,28,27,32,30"
ELEC04225,175,"12,11,14,17,21,14,14,11,16,19,11,15"
ELEC04226,35,"40,44,44,46,46,48,45,41,42,40,44,51"
ELEC04227,124,"28,28,33,36,36,35,32,34,34,30,37,31"
ELEC04228,134,"13,18,21,24,23,23,22,16,22,18,25,20"
ELEC04229,180,"36,36,43,43,44,41,37,38,41,39,42,41"
ELEC04230,136,"38,40,46,50,48,45,40,42,42,43,42,42"
ELEC04231,190,"22,22,24,28,31,27,24,24,25,32,20,25"
ELEC04232,38,"14,20,22,22,22,20,20,20,16,17,20,29"
ELEC04233,171,"19,23,22,23,26,28,28,26,22,24,26,32"
ELEC04234,44,"25,28,29,32,34,31,33,27,26,25,30,37"
ELEC04235,114,"28,36,38,42,34,34,38,35,28,32,39,38"
ELEC04236,54,"30,32,37,41,38,37,38,32,31,34,34,41"
ELEC04237,194,"34,37,37,41,43,42,36,34,38,38,43,46"
ELEC04238,21,"23,24,30,32,32,33,31,31,27,31,29,36"
ELEC04239,29,"35,39,44,43,43,46,43,42,43,41,38,49"
ELEC04240,96,"13,12,16,19,18,21,17,12,13,11,17,18"
ELEC04241,24,"33,39,42,45,43,42,39,41,42,40,40,44"
ELEC04242,154,"20,24,21,25,28,26,26,20,25,27,29,29"
ELEC04243,139,"11,14,15,13,16,16,20,17,15,14,18,19"
ELEC04244,134,"20,28,29,29,33,28,29,31,26,23,27,30"
ELEC04245,137,"25,30,32,31,30,33,29,29,30,31,27,27"
ELEC04246,83,"23,25,34,31,33,32,36,34,27,30,30,38"
ELEC04247,68,"16,21,21,26,24,25,23,21,18,15,21,20"
ELEC04248,31,"14,14,22,19,22,16,23,17,16,17,14,16"
ELEC04249,26,"27,28,32,32,31,35,27,33,26,33,35,38"
ELEC04250,189,"12,17,16,22,22,19,18,18,13,20,16,23"
ELEC04251,82,"37,45,45,46,46,46,45,49,41,38,43,51"
ELEC04252,67,"26,26,29,36,31,28,29,31,26,24,34,35"
ELEC04253,181,"36,41,45,45,44,40,40,42,37,39,42,51"
ELEC04254,135,"19,20,27,23,25,25,23,25,23,28,27,23"
ELEC04255,113,"30,36,41,41,41,44,36,39,38,34,42,44"
ELEC04256,170,"12,17,21,22,20,21,14,11,18,15,13,16"
ELEC04257,46,"35,39,42,46,46,42,47,45,39,42,42,44"
ELEC04258,86,"34,39,42,40,45,44,40,36,40,35,34,47"
ELEC04259,176,"30,36,39,41,38,35,37,42,34,38,38,45"
ELEC04260,173,"35,42,47,47,47,46,41,45,38,38,46,45"
ELEC04261,88,"16,15,21,22,20,21,17,15,15,17,15,21"
ELEC04262,109,"8,14,18,20,21,20,16,11,19,11,15,19"
ELEC04263,46,"12,15,20,22,22,20,16,16,18,18,15,15"
ELEC04264,35,"37,40,47,44,47,45,47,39,45,45,41,46"
ELEC04265,144,"18,16,20,26,22,23,21,23,19,24,19,27"
ELEC04266,47,"18,22,26,28,27,30,29,26,30,25,30,34"
ELEC04267,31,"28,31,38,38,37,40,31,33,34,32,36,33"
ELEC04268,98,"11,14,16,21,18,21,17,17,17,21,15,28"
ELEC04269,157,"31,31,39,38,40,37,41,38,33,36,41,35"
ELEC04270,120,"27,27,32,33,32,33,31,31,30,32,33,35"
ELEC04271,46,"18,24,25,31,32,27,31,21,25,28,18,29"
ELEC04272,168,"26,34,32,38,35,35,37,39,35,31,41,34"
ELEC04273,23,"27,26,34,31,33,28,28,28,33,35,28,30"
ELEC04274,101,"15,22,24,21,28,24,20,25,21,25,15,21"
ELEC04275,155,"28,31,33,36,38,36,29,27,35,32,35,34"
ELEC04276,25,"33,40,38,40,40,39,38,34,37,35,34,45"
ELEC04277,26,"8,12,16,19,20,17,20,18,14,14,16,19"
ELEC04278,22,"38,43,47,46,50,45,45,40,41,39,41,47"
ELEC04279,57,"29,31,37,36,37,37,36,29,33,33,37,34"
ELEC04280,103,"18,21,24,22,24,26,20,23,22,23,22,29"
ELEC04281,191,"37,37,40,44,45,46,44,36,41,35,39,47"
ELEC04282,131,"33,40,39,45,42,42,44,42,39,34,41,38"
ELEC04283,185,"37,40,42,40,45,45,41,40,38,41,41,48"
ELEC04284,43,"8,13,17,15,21,15,13,18,15,14,18,21"
ELEC04285,77,"17,21,21,25,22,20,25,19,21,22,15,28"
ELEC04286,25,"21,22,27,29,30,31,25,23,26,26,31,32"
ELEC04287,123,"16,22,27,25,22,27,20,21,18,22,19,32"
ELEC04288,67,"16,22,22,28,27,22,24,16,17,25,17,17"
ELEC04289,29,"31,35,40,37,37,36,37,40,34,35,35,40"
ELEC04290,140,"37,36,40,46,44,38,39,39,36,45,38,40"
ELEC04291,66,"18,20,22,28,24,27,26,24,26,22,24,26"
ELEC04292,80,"39,45,49,47,49,45,46,44,45,40,48,46"
ELEC04293,46,"40,40,45,43,45,45,38,40,45,41,41,39"
ELEC04294,78,"15,15,20,24,23,18,24,13,22,14,13,20"
ELEC04295,81,"35,35,39,37,42,42,39,37,38,38,38,36"
ELEC04296,94,"26,33,36,38,38,35,36,37,26,33,33,36"
ELEC04297,200,"35,38,46,47,44,40,41,45,42,39,39,48"
ELEC04298,45,"35,40,43,44,48,48,39,40,47,43,40,52"
ELEC04299,80,"11,14,18,20,18,17,21,14,20,14,14,17"
ELEC04300,160,"22,22,28,28,31,32,30,28,26,28,28,29"
ELEC04301,132,"34,41,44,45,45,41,46,41,35,41,41,43"
ELEC04302,196,"17,16,21,24,23,22,21,22,14,14,19,23"
ELEC04303,50,"36,42,43,45,45,46,44,44,41,45,44,43"
ELEC04304,28,"37,42,41,43,45,47,42,41,45,44,40,39"
ELEC04305,191,"9,12,16,19,15,17,12,12,14,17,17,20"
ELEC04306,188,"35,39,42,43,42,44,41,39,38,39,40,45"
ELEC04307,174,"33,36,40,41,43,41,43,44,36,34,35,38"
ELEC04308,89,"31,37,40,41,43,41,38,38,38,37,43,47"
ELEC04309,23,"21,27,27,29,31,33,30,31,27,26,26,24"
ELEC04310,135,"17,19,20,23,28,25,21,20,21,18,14,30"
ELEC04311,64,"23,28,32,33,37,32,31,26,26,31,31,29"
ELEC04312,175,"24,27,35,32,30,31,31,30,34,29,36,30"
ELEC04313,25,"20,22,22,25,26,25,25,26,25,23,23,23"
ELEC04314,94,"22,25,24,29,28,26,22,23,22,22,18,28"
ELEC04315,127,"37,42,47,47,49,46,45,43,46,41,43,44"
ELEC04316,42,"15,16,18,19,18,22,19,16,13,19,17,21"
ELEC04317,72,"15,22,21,26,23,25,25,21,19,24,21,31"
ELEC04318,43,"20,26,26,28,30,27,25,30,21,22,30,34"
ELEC04319,28,"12,20,22,25,23,21,21,19,19,18,17,26"
ELEC04320,35,"42,42,43,48,49,46,44,43,40,42,47,49"
ELEC04321,198,"26,28,31,33,37,34,29,35,34,28,30,31"
ELEC04322,45,"41,40,46,50,48,47,44,47,46,40,44,51"
ELEC04323,93,"11,14,17,20,21,17,13,11,18,19,15,25"
ELEC04324,122,"27,33,36,40,37,37,34,36,33,29,40,33"
ELEC04325,112,"24,29,29,33,34,27,31,25,27,25,27,35"
ELEC04326,163,"16,14,20,23,20,21,16,22,13,23,12,30"
ELEC04327,193,"24,28,28,30,29,28,25,28,22,32,23,35"
ELEC04328,175,"9,17,16,22,22,22,23,18,13,19,23,22"
ELEC04329,62,"35,41,43,45,44,47,46,38,34,35,36,46"
ELEC04330,188,"15,18,22,24,21,18,17,14,20,19,26,20"
ELEC04331,119,"30,32,38,39,41,37,37,36,38,34,35,33"
ELEC04332,96,"14,18,18,21,24,16,20,23,13,20,18,30"
ELEC04333,81,"22,25,28,29,28,26,27,23,22,22,30,28"
ELEC04334,42,"28,27,32,35,35,34,33,28,29,28,34,33"
ELEC04335,171,"30,35,37,39,39,38,40,34,33,31,34,36"
ELEC04336,95,"34,40,40,46,41,42,41,40,39,38,43,44"
ELEC04337,51,"13,17,16,23,20,17,20,15,13,21,12,27"
ELEC04338,128,"18,21,22,24,26,27,29,23,22,23,21,24"
ELEC04339,134,"15,20,22,25,25,25,22,17,24,23,23,21"
ELEC04340,51,"16,18,22,24,29,25,28,24,19,22,18,23"
ELEC04341,91,"35,39,41,41,45,38,40,40,37,44,43,48"
ELEC04342,88,"33,38,41,40,36,43,38,39,38,39,41,41"
ELEC04343,148,"29,35,35,41,39,35,35,35,37,31,36,39"
ELEC04344,199,"27,27,33,33,37,31,32,35,36,30,31,32"
ELEC04345,154,"27,28,35,35,37,31,37,32,30,30,34,35"
ELEC04346,67,"30,33,35,42,40,41,36,37,35,34,38,43"
ELEC04347,26,"18,17,25,26,27,18,18,19,14,21,19,19"
ELEC04348,126,"20,21,29,31,29,30,21,22,31,25,26,34"
ELEC04349,78,"32,35,36,39,41,37,40,38,37,38,43,37"
ELEC04350,142,"18,23,24,30,27,30,25,24,20,26,25,30"
ELEC04351,70,"17,22,24,26,29,23,27,18,18,23,27,32"
ELEC04352,105,"25,27,30,32,30,34,24,28,24,24,29,30"
ELEC04353,196,"29,32,32,35,37,38,35,29,30,33,31,41"
ELEC04354,65,"16,19,26,28,29,21,24,22,18,19,30,28"
ELEC04355,43,"15,19,23,25,23,22,19,21,18,22,28,20"
ELEC04356,167,"18,22,25,25,23,21,22,18,15,20,23,25"
ELEC04357,114,"15,15,23,26,23,25,19,22,13,13,25,23"
ELEC04358,24,"40,41,47,46,42,46,45,41,46,45,44,47"
ELEC04359,111,"29,29,35,33,36,37,32,35,32,30,36,34"
ELEC04360,182,"22,25,26,25,29,28,27,25,26,21,23,32"
ELEC04361,53,"19,22,25,30,25,27,24,22,24,19,21,24"
ELEC04362,187,"28,32,39,40,40,43,36,33,37,37,40,45"
ELEC04363,172,"39,41,46,45,45,44,41,42,40,37,45,47"
ELEC04364,85,"27,25,32,29,31,30,35,26,29,24,27,36"
ELEC04365,151,"26,31,34,37,37,36,37,32,37,33,28,31"
ELEC04366,31,"22,26,28,27,28,25,26,21,29,22,23,27"
ELEC04367,182,"39,41,44,43,45,47,40,43,35,43,44,40"
ELEC04368,133,"8,17,19,17,19,21,18,17,17,18,12,15"
ELEC04369,24,"17,25,26,26,28,30,24,19,23,27,32,28"
ELEC04370,31,"24,28,33,28,32,33,32,33,26,31,23,37"
ELEC04371,168,"35,40,44,43,41,46,41,37,36,37,44,43"
ELEC04372,157,"35,35,42,44,42,36,39,38,38,32,32,36"
ELEC04373,99,"14,19,22,22,26,22,25,17,20,22,20,20"
ELEC04374,195,"37,41,40,45,41,43,44,39,37,40,38,45"
ELEC04375,79,"20,20,28,26,27,28,20,24,24,24,24,32"
ELEC04376,184,"31,36,38,40,38,38,38,34,40,36,33,43"
ELEC04377,71,"8,15,14,19,18,18,16,11,9,19,13,17"
ELEC04378,114,"38,41,41,45,43,45,44,40,41,43,44,38"
ELEC04379,91,"27,33,33,38,38,39,31,31,32,29,36,33"
ELEC04380,91,"27,33,34,35,35,36,31,38,28,33,36,39"
ELEC04381,166,"17,16,23,22,26,21,23,15,13,18,23,29"
ELEC04382,67,"23,24,29,32,31,34,30,29,31,30,32,36"
ELEC04383,64,"27,29,30,32,29,33,33,28,27,23,26,26"
ELEC04384,133,"25,28,32,32,34,35,32,29,31,32,34,30"
ELEC04385,185,"15,20,24,25,26,24,23,15,20,21,22,16"
ELEC04386,34,"36,44,43,48,45,46,42,39,45,47,47,48"
ELEC04387,142,"26,30,33,37,34,34,37,32,33,33,36,42"
ELEC04388,48,"17,21,23,28,29,24,26,27,19,22,20,24"
ELEC04389,142,"22,23,26,29,26,25,21,24,31,26,29,27"
ELEC04390,32,"32,36,37,40,40,38,40,43,34,32,38,43"
ELEC04391,184,"32,34,38,38,40,35,36,35,36,41,39,36"
ELEC04392,152,"18,19,23,26,29,23,28,21,23,23,22,28"
ELEC04393,128,"17,19,23,26,29,23,20,18,25,15,26,25"
ELEC04394,195,"29,31,34,37,38,36,35,34,35,34,40,43"
ELEC04395,173,"23,29,30,31,33,30,29,29,32,26,30,37"
ELEC04396,44,"19,23,28,28,27,23,27,23,22,27,19,29"
ELEC04397,112,"36,34,37,39,41,40,43,37,42,36,38,43"
ELEC04398,152,"14,18,23,23,25,23,19,19,17,25,26,20"
ELEC04399,101,"29,31,32,35,39,35,31,31,25,30,29,38"
ELEC04400,144,"30,33,35,41,40,37,40,32,33,31,31,37"
ELEC04401,162,"12,19,22,22,23,20,22,20,15,23,17,26"
ELEC04402,165,"29,35,39,39,39,38,35,38,41,33,36,37"
ELEC04403,76,"8,13,18,16,16,19,14,15,11,19,18,18"
ELEC04404,195,"17,19,22,21,23,25,25,16,18,18,24,27"
ELEC04405,51,"29,30,34,36,33,38,34,35,33,36,29,35"
ELEC04406,93,"34,39,44,46,45,41,39,44,33,42,40,38"
ELEC04407,114,"39,41,46,46,45,44,47,47,39,49,37,56"
ELEC04408,96,"17,21,25,21,26,19,22,22,17,16,24,21"
ELEC04409,60,"7,16,14,17,20,18,18,13,11,10,18,18"
ELEC04410,56,"14,17,22,26,26,26,24,21,20,24,22,26"
ELEC04411,102,"32,37,40,42,41,37,40,36,42,34,38,39"
ELEC04412,156,"28,29,34,33,35,39,34,37,31,32,38,40"
ELEC04413,118,"26,29,33,34,38,36,35,32,31,30,36,35"
ELEC04414,150,"35,43,46,44,43,41,41,43,36,38,45,51"
ELEC04415,45,"18,21,21,26,25,28,23,25,18,20,22,21"
ELEC04416,123,"25,25,32,33,27,29,26,28,31,28,28,35"
ELEC04417,188,"29,36,36,38,38,41,32,35,35,32,39,36"
ELEC04418,127,"37,40,39,40,46,38,45,44,38,41,36,40"
ELEC04419,190,"30,33,34,33,37,34,34,35,29,29,27,39"
ELEC04420,89,"40,41,46,49,44,50,41,46,42,43,43,47"
ELEC04421,91,"14,19,23,26,26,23,20,21,19,24,19,20"
ELEC04422,65,"15,19,19,24,20,23,19,22,21,14,20,25"
ELEC04423,162,"17,19,21,27,22,21,17,19,15,15,20,25"
ELEC04424,171,"22,29,32,32,30,32,34,24,25,33,29,34"
ELEC04425,192,"16,19,26,27,29,24,24,23,22,19,17,28"
ELEC04426,114,"20,18,22,27,29,24,25,23,21,22,30,27"
ELEC04427,50,"13,14,19,17,19,16,17,17,14,19,18,15"
ELEC04428,97,"13,22,24,25,25,21,20,25,18,16,24,24"
ELEC04429,122,"28,32,38,37,41,39,39,32,31,31,37,35"
ELEC04430,58,"37,37,43,41,42,43,42,44,34,39,42,46"
ELEC04431,82,"23,25,29,27,27,24,24,27,25,23,27,24"
ELEC04432,29,"26,31,34,33,36,37,30,28,30,35,34,41"
ELEC04433,39,"20,28,30,30,32,28,27,33,27,27,27,37"
ELEC04434,134,"16,22,22,23,27,26,23,28,22,23,24,24"
ELEC04435,120,"35,37,41,42,40,38,41,39,35,36,36,46"
ELEC04436,33,"14,15,24,26,27,21,23,16,20,17,27,26"
ELEC04437,32,"12,16,19,19,25,21,20,20,20,19,19,25"
ELEC04438,196,"17,23,26,24,26,26,25,17,22,20,24,19"
ELEC04439,127,"13,13,20,24,18,24,23,19,21,20,20,16"
ELEC04440,66,"14,20,22,21,26,24,16,16,17,21,14,19"
ELEC04441,162,"20,28,32,33,28,25,28,26,28,26,26,25"
ELEC04442,143,"31,31,36,37,37,35,38,29,34,33,32,36"
ELEC04443,78,"36,39,44,46,46,43,46,45,42,48,42,54"
ELEC04444,163,"17,22,25,25,29,26,23,23,24,27,26,25"
ELEC04445,142,"31,32,38,39,33,33,32,37,29,37,36,35"
ELEC04446,145,"17,18,23,24,21,24,24,21,20,20,15,30"
ELEC04447,23,"33,37,40,38,43,39,41,34,31,37,36,38"
ELEC04448,118,"13,19,19,27,24,25,19,22,19,14,18,17"
ELEC04449,83,"30,32,39,35,34,36,36,35,30,31,32,45"
ELEC04450,51,"12,15,17,21,22,18,17,15,12,16,16,26"
ELEC04451,65,"19,26,28,29,29,31,22,27,30,22,27,34"
ELEC04452,174,"32,37,34,40,42,38,34,37,38,38,35,38"
ELEC04453,132,"23,25,29,31,32,24,23,23,19,24,21,31"
ELEC04454,91,"15,23,25,28,29,27,20,23,16,22,20,21"
ELEC04455,85,"17,18,20,21,24,25,22,24,20,16,16,23"
ELEC04456,151,"19,26,27,28,30,28,23,30,24,24,29,29"
ELEC04457,94,"26,33,35,39,37,32,38,32,30,34,31,39"
ELEC04458,104,"34,37,37,37,40,39,38,33,37,33,36,43"
ELEC04459,153,"18,22,26,26,27,26,26,22,25,19,23,29"
ELEC04460,30,"19,23,24,24,22,24,27,25,22,20,22,22"
ELEC04461,43,"12,16,20,22,15,19,20,21,14,13,17,22"
ELEC04462,64,"28,32,35,40,40,37,37,31,34,30,32,36"
ELEC04463,86,"32,33,40,38,42,37,37,36,42,33,37,39"
ELEC04464,92,"35,35,39,43,46,47,41,40,38,37,42,49"
ELEC04465,177,"26,33,35,38,37,33,38,33,31,32,32,40"
ELEC04466,50,"18,19,25,25,23,24,21,20,22,20,21,25"
ELEC04467,68,"20,26,27,28,30,29,32,25,21,28,25,26"
ELEC04468,39,"10,16,22,17,18,20,21,15,17,12,11,22"
ELEC04469,112,"32,35,39,43,44,40,37,37,38,41,37,42"
ELEC04470,137,"36,41,43,42,44,47,41,39,40,43,39,43"
ELEC04471,188,"24,27,28,31,27,32,28,31,23,26,32,28"
ELEC04472,179,"39,42,49,48,49,47,46,47,42,45,45,50"
ELEC04473,160,"24,29,30,31,31,37,31,30,22,25,28,35"
ELEC04474,103,"30,38,37,40,41,42,42,39,41,34,39,41"
ELEC04475,94,"30,34,36,34,34,37,32,30,30,32,36,41"
ELEC04476,78,"31,38,36,37,40,40,35,36,31,35,35,38"
ELEC04477,55,"36,40,43,45,42,45,45,42,42,43,42,38"
ELEC04478,20,"37,40,45,43,42,39,39,39,35,39,48,43"
ELEC04479,166,"9,13,19,19,16,18,13,17,12,13,18,21"
ELEC04480,141,"22,25,33,30,34,30,30,25,28,28,36,31"
ELEC04481,22,"28,33,38,36,38,40,37,33,32,38,34,35"
ELEC04482,47,"17,25,25,26,27,28,23,22,20,20,26,34"
ELEC04483,104,"17,21,21,21,21,22,25,20,15,18,28,27"
ELEC04484,147,"30,36,39,40,39,39,37,36,33,40,34,36"
ELEC04485,187,"37,44,45,49,47,45,45,44,43,50,49,49"
ELEC04486,86,"11,13,14,19,16,16,17,15,12,12,16,20"
ELEC04487,51,"25,26,31,33,30,31,26,32,24,32,32,30"
ELEC04488,197,"35,38,41,44,46,41,38,37,40,35,38,44"
ELEC04489,119,"19,20,26,26,25,26,21,25,20,21,17,27"
ELEC04490,34,"27,26,31,32,35,33,29,27,23,27,30,36"
ELEC04491,144,"25,29,35,35,33,36,31,32,34,28,34,38"
ELEC04492,27,"13,16,18,21,20,19,18,14,14,20,15,21"
ELEC04493,122,"26,31,32,35,37,33,38,27,34,35,31,38"
ELEC04494,43,"19,28,31,30,31,30,28,28,26,25,25,31"
ELEC04495,115,"29,37,34,42,36,41,36,38,39,34,41,45"
ELEC04496,64,"19,19,21,23,25,23,19,23,19,15,27,26"
ELEC04497,35,"19,21,21,24,24,27,23,21,16,19,22,24"
ELEC04498,42,"40,44,44,49,47,46,49,48,46,42,38,50"
ELEC04499,185,"15,18,20,22,21,21,19,18,22,15,26,21"
ELEC04500,86,"23,29,31,30,34,32,28,29,26,27,27,35"
ELEC04501,126,"17,20,20,21,24,24,25,22,16,15,18,20"
ELEC04502,80,"18,25,27,24,28,27,27,23,18,30,19,22"
ELEC04503,193,"36,41,42,42,41,46,39,42,39,40,46,47"
ELEC04504,118,"37,45,47,50,49,46,47,41,42,45,45,46"
ELEC04505,84,"33,35,36,39,42,37,41,39,33,35,38,40"
ELEC04506,164,"34,37,41,43,44,40,42,38,35,44,34,42"
ELEC04507,156,"19,20,22,27,28,25,22,21,23,27,22,30"
ELEC04508,72,"30,33,33,35,35,34,30,28,34,33,39,32"
ELEC04509,170,"8,14,14,20,21,17,14,13,9,18,18,24"
ELEC04510,74,"17,21,25,29,31,27,29,24,23,28,26,32"
ELEC04511,105,"32,35,37,37,40,36,32,36,33,32,33,38"
ELEC04512,51,"24,27,34,32,31,32,32,31,33,29,30,29"
ELEC04513,154,"28,33,37,34,34,38,33,36,35,31,33,35"
ELEC04514,55,"32,31,39,39,41,38,36,31,36,35,32,40"
ELEC04515,110,"34,33,36,41,43,40,36,35,41,35,41,41"
ELEC04516,157,"29,32,34,35,36,33,31,36,33,35,28,38"
ELEC04517,198,"29,29,29,33,32,35,31,31,31,29,34,39"
ELEC04518,192,"39,39,41,46,43,43,47,36,38,39,40,43"
ELEC04519,66,"34,41,39,41,41,43,41,45,39,44,36,41"
ELEC04520,139,"37,43,46,46,42,45,43,41,37,43,39,43"
ELEC04521,90,"27,30,33,37,37,38,36,29,32,30,36,39"
ELEC04522,182,"35,37,44,41,48,46,38,41,39,38,40,49"
ELEC04523,152,"30,35,37,38,41,37,37,37,34,40,35,38"
ELEC04524,160,"20,26,28,28,29,29,27,27,21,24,26,29"
ELEC04525,133,"34,38,39,39,43,44,46,37,34,35,37,41"
ELEC04526,37,"20,24,27,26,27,23,26,25,21,22,30,29"
ELEC04527,147,"35,33,38,42,41,38,43,40,35,35,38,34"
ELEC04528,82,"36,39,37,40,41,45,40,38,39,38,37,43"
ELEC04529,113,"25,27,32,34,33,32,30,29,24,34,31,31"
ELEC04530,128,"34,34,42,42,37,37,41,38,36,39,33,46"
ELEC04531,121,"15,17,19,21,25,22,21,19,23,16,21,17"
ELEC04532,68,"35,37,39,43,43,41,40,42,39,44,34,39"
ELEC04533,125,"17,22,26,28,24,27,25,22,23,24,24,31"
ELEC04534,187,"13,20,19,21,28,24,19,21,19,20,23,19"
ELEC04535,178,"25,25,27,31,30,31,28,29,22,27,34,34"
ELEC04536,168,"28,31,37,40,39,33,38,34,37,36,37,33"
ELEC04537,54,"19,23,26,27,30,27,22,24,27,25,22,29"
ELEC04538,114,"32,30,33,39,36,38,37,32,38,35,29,42"
ELEC04539,144,"31,35,41,36,38,42,37,38,37,39,34,37"
ELEC04540,59,"18,21,25,24,25,28,27,21,18,26,23,24"
ELEC04541,181,"33,33,36,40,40,37,38,36,36,35,35,43"
ELEC04542,187,"13,12,20,18,19,21,17,18,18,18,20,23"
ELEC04543,57,"9,17,18,19,21,16,19,17,15,21,17,17"
ELEC04544,73,"34,36,39,40,39,38,38,30,31,39,32,35"
ELEC04545,54,"28,36,35,41,39,35,35,38,32,34,36,35"
ELEC04546,170,"36,40,47,48,47,40,48,41,41,46,43,43"
ELEC04547,153,"42,41,45,49,47,47,49,44,41,45,43,45"
ELEC04548,141,"23,26,31,30,33,30,27,28,23,29,30,34"
ELEC04549,50,"22,27,27,32,29,30,30,23,27,31,27,36"
ELEC04550,95,"16,19,22,21,24,21,21,22,21,14,19,25"
ELEC04551,183,"19,23,24,22,21,24,23,23,19,21,21,28"
ELEC04552,99,"17,22,23,26,25,25,23,21,21,22,23,32"
ELEC04553,98,"34,34,40,39,39,36,36,32,30,36,40,44"
ELEC04554,146,"28,29,33,32,32,34,27,31,28,30,36,40"
ELEC04555,125,"13,20,21,22,25,20,20,18,20,15,19,18"
ELEC04556,77,"32,35,35,40,39,39,39,33,33,39,34,32"
ELEC04557,40,"10,16,16,16,23,24,16,16,21,16,19,26"
ELEC04558,163,"16,21,20,26,24,25,18,19,17,18,16,20"
ELEC04559,77,"36,38,45,43,44,43,44,41,38,34,46,48"
ELEC04560,160,"32,34,42,40,41,42,36,34,38,33,43,43"
ELEC04561,184,"28,28,35,37,36,34,35,35,26,35,29,38"
ELEC04562,52,"38,41,46,50,44,44,44,47,43,38,46,54"
ELEC04563,189,"8,14,18,21,20,19,15,19,16,12,17,27"
ELEC04564,124,"35,42,43,46,46,48,47,38,41,44,43,44"
ELEC04565,63,"35,39,39,39,40,44,40,41,34,39,38,40"
ELEC04566,83,"35,41,39,43,42,43,40,36,35,39,35,37"
ELEC04567,44,"36,41,42,45,43,44,42,41,33,33,41,37"
ELEC04568,27,"16,16,19,22,22,23,20,23,18,15,23,23"
ELEC04569,23,"19,26,28,27,31,29,26,27,27,22,21,24"
ELEC04570,71,"18,19,26,27,28,21,23,24,21,21,25,25"
ELEC04571,94,"26,26,28,27,28,33,32,22,29,32,33,34"
ELEC04572,137,"15,19,21,20,19,19,17,19,22,21,17,27"
ELEC04573,52,"32,33,40,39,40,37,39,36,37,34,40,34"
ELEC04574,42,"27,32,38,40,40,36,38,40,37,32,38,40"
ELEC04575,133,"32,33,39,39,36,41,38,40,35,33,38,48"
ELEC04576,99,"19,21,27,28,26,27,28,21,20,25,21,33"
ELEC04577,35,"25,34,34,33,35,33,36,30,26,36,35,42"
ELEC04578,86,"39,40,45,50,48,47,41,40,40,46,47,47"
ELEC04579,133,"25,24,29,29,32,30,32,23,26,33,29,24"
ELEC04580,43,"38,42,42,45,45,41,42,38,42,41,43,46"
ELEC04581,147,"26,31,34,33,32,37,36,30,28,28,38,27"
ELEC04582,129,"11,19,21,19,20,20,19,18,18,15,18,19"
ELEC04583,51,"21,23,29,32,31,29,29,28,27,20,33,35"
ELEC04584,88,"34,41,44,45,47,39,47,45,45,39,38,48"
ELEC04585,75,"21,22,28,26,28,25,27,30,21,23,30,27"
ELEC04586,27,"39,43,45,45,51,48,51,40,47,50,41,51"
ELEC04587,99,"36,42,44,45,44,41,43,47,43,38,36,45"
ELEC04588,115,"30,30,37,37,35,37,37,35,32,30,29,44"
ELEC04589,41,"16,21,23,27,29,29,25,26,22,26,22,27"
ELEC04590,164,"37,40,43,43,40,42,42,43,42,39,40,41"
